table_slot	layout_id	layout_name	version	width	height	logical_bytes	padded_grid_tiles	padded_grid_bytes	source	source_path	source_sha256	source_crc32	raw_file_bytes	trailing_bytes	lz_stream_bytes	lz_stream_sha256	lz_stream_crc32	lz_decode_consumed_bytes	lz_padding_bytes	storage	stored_bytes	aligned_storage_bytes	interrecord_alignment_bytes	compressed_stream_artifact	special_raw_exception_candidate
865	LAYOUT_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS	FuchsiaCity_SafariZoneCave_hns_Layout	hns	50	30	3000	2860	5720	data/layouts/FuchsiaCity_SafariZoneCave_hns/map.bin	data/layouts/FuchsiaCity_SafariZoneCave_hns/map.bin	0aeeb459c7d3b8c174b754d0c905fac7e83eacac6e669166f95a61a830e8070a	feca8829	3000	0	692	28f88ffa4df9bd2418d0afb46b48cdb95222f89e12a0e4a68502c6f7853aa380	ea359e0a	691	1	gba_lz77	692	692	0	streams/0865-LAYOUT_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS.lz	
866	LAYOUT_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS	FuchsiaCity_SafariZoneMountain_hns_Layout	hns	68	20	2720	2822	5644	data/layouts/FuchsiaCity_SafariZoneMountain_hns/map.bin	data/layouts/FuchsiaCity_SafariZoneMountain_hns/map.bin	5fbc216a033c8188940557edb993416d5dbc4dcf3e994116ab0a7ff594131237	d29d60a6	2720	0	528	b93070b330b0e983a9948a34789f5a761f47b346c6662ed2c2000e60c7b28ba9	0658f19d	527	1	gba_lz77	528	528	0	streams/0866-LAYOUT_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS.lz	
867	LAYOUT_FUCHSIA_ROUTE15GATE_HNS	FuchsiaCity_Route15_Gate_hns_Layout	hns	13	9	234	644	1288	data/layouts/FuchsiaCity_Route15_Gate_hns/map.bin	data/layouts/FuchsiaCity_Route15_Gate_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0867-LAYOUT_FUCHSIA_ROUTE15GATE_HNS.lz	
868	LAYOUT_FUCHSIA_ROUTE19GATE_HNS	FuchsiaCity_Route19_Gate_hns_Layout	hns	15	12	360	780	1560	data/layouts/FuchsiaCity_Route19_Gate_hns/map.bin	data/layouts/FuchsiaCity_Route19_Gate_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0868-LAYOUT_FUCHSIA_ROUTE19GATE_HNS.lz	
869	LAYOUT_GATE_AZALEA_TOWN_ILEX_FOREST_HNS	Gate_AzaleaTown_IlexForest_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_AzaleaTown_IlexForest_hns/map.bin	data/layouts/Gate_AzaleaTown_IlexForest_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0869-LAYOUT_GATE_AZALEA_TOWN_ILEX_FOREST_HNS.lz	
870	LAYOUT_GATE_CELADON_CITY_ROUTE16_HNS	Gate_CeladonCity_Route16_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_CeladonCity_Route16_hns/map.bin	data/layouts/Gate_CeladonCity_Route16_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0870-LAYOUT_GATE_CELADON_CITY_ROUTE16_HNS.lz	
871	LAYOUT_GATE_ECRUTEAK_CITY_ROUTE38_HNS	Gate_EcruteakCity_Route38_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_EcruteakCity_Route38_hns/map.bin	data/layouts/Gate_EcruteakCity_Route38_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0871-LAYOUT_GATE_ECRUTEAK_CITY_ROUTE38_HNS.lz	
872	LAYOUT_GATE_ECRUTEAK_CITY_ROUTE42_HNS	Gate_EcruteakCity_Route42_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_EcruteakCity_Route42_hns/map.bin	data/layouts/Gate_EcruteakCity_Route42_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0872-LAYOUT_GATE_ECRUTEAK_CITY_ROUTE42_HNS.lz	
873	LAYOUT_GATE_FUCHSIA_CITY_ROUTE18_HNS	Gate_FuchsiaCity_Route18_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_FuchsiaCity_Route18_hns/map.bin	data/layouts/Gate_FuchsiaCity_Route18_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0873-LAYOUT_GATE_FUCHSIA_CITY_ROUTE18_HNS.lz	
874	LAYOUT_GATE_GOLDENROD_CITY_ROUTE35_HNS	Gate_GoldenrodCity_Route35_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_GoldenrodCity_Route35_hns/map.bin	data/layouts/Gate_GoldenrodCity_Route35_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0874-LAYOUT_GATE_GOLDENROD_CITY_ROUTE35_HNS.lz	
875	LAYOUT_GATE_ILEX_FOREST_ROUTE34_HNS	Gate_IlexForest_Route34_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_IlexForest_Route34_hns/map.bin	data/layouts/Gate_IlexForest_Route34_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0875-LAYOUT_GATE_ILEX_FOREST_ROUTE34_HNS.lz	
876	LAYOUT_GATE_MAHOGANY_TOWN_ROUTE43_HNS	Gate_MahoganyTown_Route43_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_MahoganyTown_Route43_hns/map.bin	data/layouts/Gate_MahoganyTown_Route43_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0876-LAYOUT_GATE_MAHOGANY_TOWN_ROUTE43_HNS.lz	
877	LAYOUT_GATE_NATIONAL_PARK_HNS	Gate_NationalPark_hns_Layout	hns	50	18	1800	2080	4160	data/layouts/Gate_NationalPark_hns/map.bin	data/layouts/Gate_NationalPark_hns/map.bin	7350db60f16e955d6015fd5e9286cbb57ef0461d9cc52bb4c484f7a1e52f9585	768a2779	1800	0	472	117000dbea428f8437766b44e00dccda9b44d6e7de043704f080e9fdfdf3f44a	683543c3	472	0	gba_lz77	472	472	0	streams/0877-LAYOUT_GATE_NATIONAL_PARK_HNS.lz	
878	LAYOUT_GATE_ROUTE2_HNS	Gate_Route2_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_Route2_hns/map.bin	data/layouts/Gate_Route2_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0878-LAYOUT_GATE_ROUTE2_HNS.lz	
879	LAYOUT_GATE_ROUTE29_ROUTE46_HNS	Gate_Route29_Route46_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_Route29_Route46_hns/map.bin	data/layouts/Gate_Route29_Route46_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0879-LAYOUT_GATE_ROUTE29_ROUTE46_HNS.lz	
880	LAYOUT_GATE_ROUTE2_VIRIDIAN_FOREST_HNS	Gate_Route2_ViridianForest_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_Route2_ViridianForest_hns/map.bin	data/layouts/Gate_Route2_ViridianForest_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0880-LAYOUT_GATE_ROUTE2_VIRIDIAN_FOREST_HNS.lz	
881	LAYOUT_GATE_ROUTE31_VIOLET_CITY_HNS	Gate_Route31_VioletCity_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_Route31_VioletCity_hns/map.bin	data/layouts/Gate_Route31_VioletCity_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0881-LAYOUT_GATE_ROUTE31_VIOLET_CITY_HNS.lz	
882	LAYOUT_GATE_ROUTE40_TRAINER_HILL_COURTYARD_HNS	Gate_Route40_TrainerHill_Courtyard_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_Route40_TrainerHill_Courtyard_hns/map.bin	data/layouts/Gate_Route40_TrainerHill_Courtyard_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0882-LAYOUT_GATE_ROUTE40_TRAINER_HILL_COURTYARD_HNS.lz	trainer_hill
883	LAYOUT_GATE_ROUTE43_HNS	Gate_Route43_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_Route43_hns/map.bin	data/layouts/Gate_Route43_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0883-LAYOUT_GATE_ROUTE43_HNS.lz	
884	LAYOUT_GATE_RUINS_OF_ALPH_ROUTE32_HNS	Gate_RuinsOfAlph_Route32_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_RuinsOfAlph_Route32_hns/map.bin	data/layouts/Gate_RuinsOfAlph_Route32_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0884-LAYOUT_GATE_RUINS_OF_ALPH_ROUTE32_HNS.lz	
885	LAYOUT_GATE_RUINS_OF_ALPH_ROUTE36_HNS	Gate_RuinsOfAlph_Route36_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_RuinsOfAlph_Route36_hns/map.bin	data/layouts/Gate_RuinsOfAlph_Route36_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0885-LAYOUT_GATE_RUINS_OF_ALPH_ROUTE36_HNS.lz	
886	LAYOUT_GATE_SAFFRON_CITY_ROUTE5_HNS	Gate_SaffronCity_Route5_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_SaffronCity_Route5_hns/map.bin	data/layouts/Gate_SaffronCity_Route5_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0886-LAYOUT_GATE_SAFFRON_CITY_ROUTE5_HNS.lz	
887	LAYOUT_GATE_SAFFRON_CITY_ROUTE6_HNS	Gate_SaffronCity_Route6_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_SaffronCity_Route6_hns/map.bin	data/layouts/Gate_SaffronCity_Route6_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0887-LAYOUT_GATE_SAFFRON_CITY_ROUTE6_HNS.lz	
888	LAYOUT_GATE_SAFFRON_CITY_ROUTE7_HNS	Gate_SaffronCity_Route7_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_SaffronCity_Route7_hns/map.bin	data/layouts/Gate_SaffronCity_Route7_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0888-LAYOUT_GATE_SAFFRON_CITY_ROUTE7_HNS.lz	
889	LAYOUT_GATE_SAFFRON_CITY_ROUTE8_HNS	Gate_SaffronCity_Route8_hns_Layout	hns	13	9	234	644	1288	data/layouts/Gate_SaffronCity_Route8_hns/map.bin	data/layouts/Gate_SaffronCity_Route8_hns/map.bin	5b65ab1afa32f762c2bcbc30b3b258b6954042540a6983a14ef16f576a9f46ed	11e596f4	234	0	156	1277e67b95a4de203bef60faf783df8a097e672f8fecd6e8009f003b9cabf619	1af0af04	153	3	gba_lz77	156	156	0	streams/0889-LAYOUT_GATE_SAFFRON_CITY_ROUTE8_HNS.lz	
890	LAYOUT_GATE_VIRIDIAN_FOREST_ROUTE2_HNS	Gate_ViridianForest_Route2_hns_Layout	hns	15	12	360	780	1560	data/layouts/Gate_ViridianForest_Route2_hns/map.bin	data/layouts/Gate_ViridianForest_Route2_hns/map.bin	5fcc23d98eca5311d321376e920456c3de5c3cb3b60fbcc8fe6dae32c95c0444	283e7547	360	0	172	d74e07ce9c81c935a7ffa1acc44f632b4757dae30f04c3dbcbc18985fd2c2840	502c01aa	170	2	gba_lz77	172	172	0	streams/0890-LAYOUT_GATE_VIRIDIAN_FOREST_ROUTE2_HNS.lz	
891	LAYOUT_GOLDENROD_CITY_HNS	GoldenrodCity_hns_Layout	hns	58	46	5336	4380	8760	data/layouts/GoldenrodCity_hns/map.bin	data/layouts/GoldenrodCity_hns/map.bin	2ad4840ec440e5b812526088d0d64b5f18125cc9eb92b39cdbd53138abdc5ea9	8d8f54bc	5336	0	2164	7120bb2203890b17bf97b9ec479dce1a0c658ee074e96ab1c209d92981d4650e	34d1c016	2164	0	gba_lz77	2164	2164	0	streams/0891-LAYOUT_GOLDENROD_CITY_HNS.lz	
892	LAYOUT_GOLDENROD_CITY_BIKE_SHOP_HNS	GoldenrodCity_BikeShop_hns_Layout	hns	11	10	220	624	1248	data/layouts/GoldenrodCity_BikeShop_hns/map.bin	data/layouts/GoldenrodCity_BikeShop_hns/map.bin	8b04d09781e3a1c7328a4f13b4e6a15a35dbc4e53e46287c7e86cacfb42624b1	4e5d99fe	220	0	136	b6d8daf7e488ded00858195453f61a26386bddf74606170df0fc2d63f68a79bb	10b771c8	135	1	gba_lz77	136	136	0	streams/0892-LAYOUT_GOLDENROD_CITY_BIKE_SHOP_HNS.lz	
893	LAYOUT_GOLDENROD_CITY_BILLS_HOUSE_HNS	GoldenrodCity_BillsHouse_hns_Layout	hns	13	10	260	672	1344	data/layouts/GoldenrodCity_BillsHouse_hns/map.bin	data/layouts/GoldenrodCity_BillsHouse_hns/map.bin	536eed9eba6275f7f387a67f111ee18cc28c3cec4742a754d29f8af551ff49b4	3bb94db1	260	0	164	318c735a4d0b17bca8be3f8f8b3c9d368f66c4171a1a2ddd43414209284becc2	696031f8	163	1	gba_lz77	164	164	0	streams/0893-LAYOUT_GOLDENROD_CITY_BILLS_HOUSE_HNS.lz	
894	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_1F_HNS	GoldenrodCity_DepartmentStore_1F_hns_Layout	hns	32	16	1024	1410	2820	data/layouts/GoldenrodCity_DepartmentStore_1F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_1F_hns/map.bin	9d7cc1eb03496f0ed0a8d45974fab5f825d4b9beefc66f11a84e415506ef758b	b07e31a1	1024	0	300	881013d82a53e22cff3ad7a8c2a5b7c6a188c353bcccd649912008791ebe7aeb	d714a248	297	3	gba_lz77	300	300	0	streams/0894-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_1F_HNS.lz	
895	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_2F_HNS	GoldenrodCity_DepartmentStore_2F_hns_Layout	hns	32	19	1216	1551	3102	data/layouts/GoldenrodCity_DepartmentStore_2F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_2F_hns/map.bin	f5cef9f1a7f2dbc8e8065443b80063471e13415d053947957fcb590df7436e14	8608fa90	1216	0	384	4f487043329a2712320e95db88e73940a8db9db88510b005ab5bf1bdc93e669f	96264538	383	1	gba_lz77	384	384	0	streams/0895-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_2F_HNS.lz	
896	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_3F_HNS	GoldenrodCity_DepartmentStore_3F_hns_Layout	hns	33	16	1056	1440	2880	data/layouts/GoldenrodCity_DepartmentStore_3F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_3F_hns/map.bin	88676832f4291405193500016d5f4c0e15b4d60a4dde067db5542f7b66a916f9	a935c553	1056	0	344	375942b2f00683a94a5f559b49cc49bcb52ef0c14f31b4f689aa121bd63be450	1f5382d9	342	2	gba_lz77	344	344	0	streams/0896-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_3F_HNS.lz	
897	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_4F_HNS	GoldenrodCity_DepartmentStore_4F_hns_Layout	hns	32	19	1216	1551	3102	data/layouts/GoldenrodCity_DepartmentStore_4F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_4F_hns/map.bin	f675660c1084d66fc2a02ffe4138ac390aaa9d9bf01cb0c57008273b11023e43	9ee8d353	1216	0	384	c9d7ff2f3b2fe6f17b024c3224b6f65bf30ec2db1e919d684aed0455cf84fc08	60110a8a	384	0	gba_lz77	384	384	0	streams/0897-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_4F_HNS.lz	
898	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_5F_HNS	GoldenrodCity_DepartmentStore_5F_hns_Layout	hns	33	16	1056	1440	2880	data/layouts/GoldenrodCity_DepartmentStore_5F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_5F_hns/map.bin	d50ddfc0ceb789271bf41e58317e0ae336abb0d64564b1ea7e9e2d8d2c489ce3	e7ce09e1	1056	0	308	957e7faa5c9b053e9b191b15d824077166ea21c91f94cfef0c057e1bb9367cb0	1b20b4ff	308	0	gba_lz77	308	308	0	streams/0898-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_5F_HNS.lz	
899	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_6F_HNS	GoldenrodCity_DepartmentStore_6F_hns_Layout	hns	32	19	1216	1551	3102	data/layouts/GoldenrodCity_DepartmentStore_6F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_6F_hns/map.bin	aafa4055c80065654061021a736b25f2702de9480f44a1a78b83c8a47b57026e	9f5064c5	1216	0	324	ea3f5101d029045107a5e550cc56fa85899ea5b8b21bb80b2b91e327193591b4	e476d359	323	1	gba_lz77	324	324	0	streams/0899-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_6F_HNS.lz	
900	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_7F_HNS	GoldenrodCity_DepartmentStore_7F_hns_Layout	hns	32	19	1216	1551	3102	data/layouts/GoldenrodCity_DepartmentStore_7F_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_7F_hns/map.bin	5f29bf077a4862f763579cfc33504ffe07bc17e1fd15230ae2ecf7a3a9008acc	ddcb7e4d	1216	0	324	0e1a2de8e7439ae17bdd26a7285a170e0a0e59d1a74df51d8efd90f2a924910a	a699bad1	321	3	gba_lz77	324	324	0	streams/0900-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_7F_HNS.lz	
901	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_7FNIGHT_HNS	GoldenrodCity_DepartmentStore_7FNight_hns_Layout	hns	32	19	1216	1551	3102	data/layouts/GoldenrodCity_DepartmentStore_7FNight_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStore_7FNight_hns/map.bin	2030401a3d7d5c082d55e962f274f4a2b28ad24df75dfc70587c367953ca2573	0b45535d	1216	0	328	d0f5700379702bb3880c7ba29928ff52001f36aba0a51d21265b00867c747cfc	c47eab3f	325	3	gba_lz77	328	328	0	streams/0901-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_7FNIGHT_HNS.lz	
902	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_BASEMENT_HNS	GoldenrodCity_DepartmentStoreBasement_hns_Layout	hns	30	24	1440	1710	3420	data/layouts/GoldenrodCity_DepartmentStoreBasement_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStoreBasement_hns/map.bin	fa62e2a04c280f49b48ae59d3d77c384172c2896eac8941ea07af097c70df9a7	0f30c9ac	1440	0	360	80addfba66796262eb80eec3405e5d1d9ab7c9921f9c75f0ffa40671799aa6dd	52924d7d	358	2	gba_lz77	360	360	0	streams/0902-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_BASEMENT_HNS.lz	
903	LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_ELEVATOR_HNS	GoldenrodCity_DepartmentStoreElevator_hns_Layout	hns	5	7	70	420	840	data/layouts/GoldenrodCity_DepartmentStoreElevator_hns/map.bin	data/layouts/GoldenrodCity_DepartmentStoreElevator_hns/map.bin	84557c1c0d7fec4344fd62a18b9c32fcdaab83cc8f63416012089328dc5344cd	acc3a1eb	70	0	64	8aaf63a2deae4f7758173f933c88de743b5b18675fe1bb9826bcbf27c118eb06	faecd9df	61	3	gba_lz77	64	64	0	streams/0903-LAYOUT_GOLDENROD_CITY_DEPARTMENT_STORE_ELEVATOR_HNS.lz	
904	LAYOUT_GOLDENROD_CITY_FLOWER_SHOP_HNS	GoldenrodCity_FlowerShop_hns_Layout	hns	13	11	286	700	1400	data/layouts/GoldenrodCity_FlowerShop_hns/map.bin	data/layouts/GoldenrodCity_FlowerShop_hns/map.bin	5befcc9285e18445ab1c67f5ec66e523ed83941df2cf7fe7aa1cf1f5596a8040	94310dc9	286	0	216	d8266407b597f0e6fe41f14760d807ffbc42c96758b049bd5bfb3e3a58467e60	01a2b790	213	3	gba_lz77	216	216	0	streams/0904-LAYOUT_GOLDENROD_CITY_FLOWER_SHOP_HNS.lz	
905	LAYOUT_GOLDENROD_CITY_GAME_CORNER_HNS	GoldenrodCity_GameCorner_hns_Layout	hns	23	15	690	1102	2204	data/layouts/GoldenrodCity_GameCorner_hns/map.bin	data/layouts/GoldenrodCity_GameCorner_hns/map.bin	75e7c8ffa8de6232c88ec019a8899a3a771f23e5e443d1d3ffa9730138bcfdb6	62032c7d	690	0	268	f47dbaaad19164d469f170368fb63966838408130ac04798658d7b98b437325c	5ce5a88b	267	1	gba_lz77	268	268	0	streams/0905-LAYOUT_GOLDENROD_CITY_GAME_CORNER_HNS.lz	
906	LAYOUT_GOLDENROD_CITY_GYM_HNS	GoldenrodCity_Gym_hns_Layout	hns	34	27	1836	2009	4018	data/layouts/GoldenrodCity_Gym_hns/map.bin	data/layouts/GoldenrodCity_Gym_hns/map.bin	1e7f4334f2191eeffd2f6b28cabce2172a42c415b243253f3203878544d6de76	16648a32	1836	0	392	37d271c002e9fcb7bcdf654479271df4c0e6210c911175ff7156fd51a86c2f02	8406c5de	389	3	gba_lz77	392	392	0	streams/0906-LAYOUT_GOLDENROD_CITY_GYM_HNS.lz	
907	LAYOUT_GOLDENROD_CITY_HOUSE1_HNS	GoldenrodCity_House1_hns_Layout	hns	13	10	260	672	1344	data/layouts/GoldenrodCity_House1_hns/map.bin	data/layouts/GoldenrodCity_House1_hns/map.bin	7942a6e7e4835a0915ef8bdbfb9f01d2588a71a3347e3f55fc649f7c3041e5b8	b9ace130	260	0	168	129cbf8429d772945fb10e868a433c0b5840d376af41e9975ae6275da4e4ecbd	f3621d5a	166	2	gba_lz77	168	168	0	streams/0907-LAYOUT_GOLDENROD_CITY_HOUSE1_HNS.lz	
908	LAYOUT_GOLDENROD_CITY_HOUSE2_HNS	GoldenrodCity_House2_hns_Layout	hns	13	10	260	672	1344	data/layouts/GoldenrodCity_House2_hns/map.bin	data/layouts/GoldenrodCity_House2_hns/map.bin	517191f70f60587e544d08097dc205e58ce11b5c389bba26e90818dcbeb096b4	38a485ce	260	0	160	c8d19359f29f3fbe97c18a917d3ebdd7cedc0acea695313c534141392ba5b613	9f70cd4d	159	1	gba_lz77	160	160	0	streams/0908-LAYOUT_GOLDENROD_CITY_HOUSE2_HNS.lz	
909	LAYOUT_GOLDENROD_CITY_HOUSE3_HNS	GoldenrodCity_House3_hns_Layout	hns	13	10	260	672	1344	data/layouts/GoldenrodCity_House3_hns/map.bin	data/layouts/GoldenrodCity_House3_hns/map.bin	5135420032c1608867993c52ba9dd92a06f94dab9910c20b374866a2a88f438b	6f1a32b7	260	0	168	d1c0faa3ed539cbe6b4ede6663fe98c777512517ccd2cdae8ca491d3aa558884	967f0135	165	3	gba_lz77	168	168	0	streams/0909-LAYOUT_GOLDENROD_CITY_HOUSE3_HNS.lz	
